episode,step,episodic reward,success rate,episodic length
2,430,1,0.1,37
2,435,1,0.1,42
2,440,1,0.1,47
2,445,1,0.1,52
2,450,1,0.1,57
2,455,1,0.1,62
2,460,1,0.1,67
2,465,1,0.1,72
2,470,1,0.1,77
2,475,1,0.1,82
2,480,1,0.1,87
2,485,1,0.1,92
2,490,1,0.1,97
2,495,1,0.1,102
2,500,1,0.1,107
2,505,1,0.1,112
2,510,1,0.1,117
2,515,1,0.1,122
2,520,1,0.1,127
2,525,1,0.1,132
2,530,1,0.1,137
2,535,1,0.1,142
2,540,1,0.1,147
2,545,1,0.1,152
2,550,1,0.1,157
2,555,1,0.1,162
2,560,1,0.1,167
2,565,1,0.1,172
2,570,1,0.1,177
2,575,1,0.1,182
2,580,1,0.1,187
2,585,1,0.1,192
2,590,1,0.1,197
3,595,0,0.1,4
3,600,0,0.1,9
3,605,0,0.1,14
3,610,0,0.1,19
3,615,0,0.1,24
3,620,0,0.1,29
3,625,0,0.1,34
3,630,0,0.1,39
3,635,0,0.1,44
3,640,0,0.1,49
3,645,0,0.1,54
3,650,0,0.1,59
3,655,0,0.1,64
3,660,0,0.1,69
3,665,0,0.1,74
3,670,0,0.1,79
3,675,0,0.1,84
3,680,0,0.1,89
3,685,0,0.1,94
3,690,0,0.1,99
3,695,0,0.1,104
3,700,0,0.1,109
3,705,0,0.1,114
3,710,0,0.1,119
3,715,0,0.1,124
3,720,0,0.1,129
3,725,0,0.1,134
3,730,0,0.1,139
3,735,0,0.1,144
3,740,0,0.1,149
3,745,0,0.1,154
3,750,0,0.1,159
3,755,0,0.1,164
3,760,0,0.1,169
3,765,0,0.1,174
3,770,0,0.1,179
3,775,0,0.1,184
3,780,0,0.1,189
3,785,0,0.1,194
3,790,0,0.1,199
3,795,0,0.1,204
4,800,0,0.1,4
4,805,0,0.1,9
4,810,0,0.1,14
4,815,0,0.1,19
4,820,0,0.1,24
4,825,0,0.1,29
4,830,0,0.1,34
4,835,0,0.1,39
4,840,0,0.1,44
4,845,0,0.1,49
4,850,0,0.1,54
4,855,0,0.1,59
4,860,0,0.1,64
4,865,0,0.1,69
4,870,0,0.1,74
4,875,0,0.1,79
4,880,0,0.1,84
4,885,0,0.1,89
4,890,0,0.1,94
4,895,0,0.1,99
4,900,0,0.1,104
4,905,0,0.1,109
4,910,0,0.1,114
4,915,0,0.1,119
4,920,0,0.1,124
4,925,0,0.1,129
4,930,0,0.1,134
4,935,0,0.1,139
4,940,0,0.1,144
4,945,0,0.1,149
4,950,0,0.1,154
4,955,0,0.1,159
4,960,0,0.1,164
4,965,0,0.1,169
4,970,0,0.1,174
4,975,0,0.1,179
4,980,0,0.1,184
4,985,0,0.1,189
4,990,0,0.1,194
5,995,1,0.15,1
5,1000,1,0.15,6
5,1005,1,0.15,11
5,1010,1,0.15,16
5,1015,1,0.15,21
5,1020,1,0.15,26
5,1025,1,0.15,31
5,1030,1,0.15,36
5,1035,1,0.15,41
5,1040,1,0.15,46
5,1045,1,0.15,51
5,1050,1,0.15,56
5,1055,1,0.15,61
5,1060,1,0.15,66
5,1065,1,0.15,71
5,1070,1,0.15,76
5,1075,1,0.15,81
5,1080,1,0.15,86
5,1085,1,0.15,91
5,1090,1,0.15,96
5,1095,1,0.15,101
5,1100,1,0.15,106
5,1105,1,0.15,111
5,1110,1,0.15,116
5,1115,1,0.15,121
5,1120,1,0.15,126
5,1125,1,0.15,131
5,1130,1,0.15,136
5,1135,1,0.15,141
5,1140,1,0.15,146
5,1145,1,0.15,151
5,1150,1,0.15,156
5,1155,1,0.15,161
5,1160,1,0.15,166
5,1165,1,0.15,171
5,1170,1,0.15,176
5,1175,1,0.15,181
5,1180,1,0.15,186
5,1185,1,0.15,191
5,1190,1,0.15,196
5,1195,1,0.15,201
6,1200,1,0.2,2
6,1205,1,0.2,7
6,1210,1,0.2,12
6,1215,1,0.2,17
6,1220,1,0.2,22
6,1225,1,0.2,27
6,1230,1,0.2,32
6,1235,1,0.2,37
6,1240,1,0.2,42
6,1245,1,0.2,47
6,1250,1,0.2,52
6,1255,1,0.2,57
6,1260,1,0.2,62
6,1265,1,0.2,67
6,1270,1,0.2,72
6,1275,1,0.2,77
6,1280,1,0.2,82
6,1285,1,0.2,87
6,1290,1,0.2,92
6,1295,1,0.2,97
6,1300,1,0.2,102
6,1305,1,0.2,107
6,1310,1,0.2,112
6,1315,1,0.2,117
6,1320,1,0.2,122
6,1325,1,0.2,127
6,1330,1,0.2,132
6,1335,1,0.2,137
6,1340,1,0.2,142
6,1345,1,0.2,147
6,1350,1,0.2,152
6,1355,1,0.2,157
6,1360,1,0.2,162
6,1365,1,0.2,167
6,1370,1,0.2,172
6,1375,1,0.2,177
6,1380,1,0.2,182
6,1385,1,0.2,187
6,1390,1,0.2,192
6,1395,1,0.2,197
6,1400,1,0.2,202
6,1405,1,0.2,207
6,1410,1,0.2,212
7,1415,1,0.25,2
7,1420,1,0.25,7
7,1425,1,0.25,12
7,1430,1,0.25,17
7,1435,1,0.25,22
7,1440,1,0.25,27
7,1445,1,0.25,32
7,1450,1,0.25,37
7,1455,1,0.25,42
7,1460,1,0.25,47
7,1465,1,0.25,52
7,1470,1,0.25,57
7,1475,1,0.25,62
7,1480,1,0.25,67
7,1485,1,0.25,72
7,1490,1,0.25,77
7,1495,1,0.25,82
7,1500,1,0.25,87
7,1505,1,0.25,92
7,1510,1,0.25,97
7,1515,1,0.25,102
7,1520,1,0.25,107
7,1525,1,0.25,112
7,1530,1,0.25,117
7,1535,1,0.25,122
7,1540,1,0.25,127
7,1545,1,0.25,132
7,1550,1,0.25,137
7,1555,1,0.25,142
7,1560,1,0.25,147
7,1565,1,0.25,152
7,1570,1,0.25,157
7,1575,1,0.25,162
7,1580,1,0.25,167
7,1585,1,0.25,172
7,1590,1,0.25,177
7,1595,1,0.25,182
7,1600,1,0.25,187
7,1605,1,0.25,192
8,1610,1,0.3,2
8,1615,1,0.3,7
8,1620,1,0.3,12
8,1625,1,0.3,17
8,1630,1,0.3,22
8,1635,1,0.3,27
8,1640,1,0.3,32
8,1645,1,0.3,37
8,1650,1,0.3,42
8,1655,1,0.3,47
8,1660,1,0.3,52
8,1665,1,0.3,57
8,1670,1,0.3,62
8,1675,1,0.3,67
8,1680,1,0.3,72
8,1685,1,0.3,77
8,1690,1,0.3,82
8,1695,1,0.3,87
8,1700,1,0.3,92
8,1705,1,0.3,97
8,1710,1,0.3,102
8,1715,1,0.3,107
8,1720,1,0.3,112
8,1725,1,0.3,117
8,1730,1,0.3,122
8,1735,1,0.3,127
8,1740,1,0.3,132
8,1745,1,0.3,137
8,1750,1,0.3,142
8,1755,1,0.3,147
8,1760,1,0.3,152
8,1765,1,0.3,157
8,1770,1,0.3,162
8,1775,1,0.3,167
8,1780,1,0.3,172
8,1785,1,0.3,177
8,1790,1,0.3,182
8,1795,1,0.3,187
8,1800,1,0.3,192
8,1805,1,0.3,197
8,1810,1,0.3,202
8,1815,1,0.3,207
8,1820,1,0.3,212
8,1825,1,0.3,217
8,1830,1,0.3,222
8,1835,1,0.3,227
8,1840,1,0.3,232
8,1845,1,0.3,237
8,1850,1,0.3,242
8,1855,1,0.3,247
8,1860,1,0.3,252
8,1865,1,0.3,257
8,1870,1,0.3,262
8,1875,1,0.3,267
8,1880,1,0.3,272
8,1885,1,0.3,277
8,1890,1,0.3,282
8,1895,1,0.3,287
8,1900,1,0.3,292
8,1905,1,0.3,297
8,1910,1,0.3,302
8,1915,1,0.3,307
9,1920,1,0.35,3
9,1925,1,0.35,8
9,1930,1,0.35,13
9,1935,1,0.35,18
9,1940,1,0.35,23
9,1945,1,0.35,28
10,1950,-1,0.35,5
10,1955,-1,0.35,10
10,1960,-1,0.35,15
10,1965,-1,0.35,20
10,1970,-1,0.35,25
10,1975,-1,0.35,30
10,1980,-1,0.35,35
10,1985,-1,0.35,40
10,1990,-1,0.35,45
10,1995,-1,0.35,50
10,2000,-1,0.35,55
10,2005,-1,0.35,60
10,2010,-1,0.35,65
10,2015,-1,0.35,70
10,2020,-1,0.35,75
10,2025,-1,0.35,80
10,2030,-1,0.35,85
10,2035,-1,0.35,90
10,2040,-1,0.35,95
10,2045,-1,0.35,100
10,2050,-1,0.35,105
10,2055,-1,0.35,110
10,2060,-1,0.35,115
10,2065,-1,0.35,120
10,2070,-1,0.35,125
10,2075,-1,0.35,130
10,2080,-1,0.35,135
10,2085,-1,0.35,140
10,2090,-1,0.35,145
10,2095,-1,0.35,150
10,2100,-1,0.35,155
10,2105,-1,0.35,160
10,2110,-1,0.35,165
10,2115,-1,0.35,170
10,2120,-1,0.35,175
10,2125,-1,0.35,180
10,2130,-1,0.35,185
10,2135,-1,0.35,190
10,2140,-1,0.35,195
10,2145,-1,0.35,200
10,2150,-1,0.35,205
10,2155,-1,0.35,210
10,2160,-1,0.35,215
11,2165,1,0.4,4
11,2170,1,0.4,9
11,2175,1,0.4,14
11,2180,1,0.4,19
11,2185,1,0.4,24
11,2190,1,0.4,29
11,2195,1,0.4,34
11,2200,1,0.4,39
11,2205,1,0.4,44
11,2210,1,0.4,49
11,2215,1,0.4,54
11,2220,1,0.4,59
11,2225,1,0.4,64
11,2230,1,0.4,69
11,2235,1,0.4,74
11,2240,1,0.4,79
11,2245,1,0.4,84
11,2250,1,0.4,89
11,2255,1,0.4,94
11,2260,1,0.4,99
11,2265,1,0.4,104
11,2270,1,0.4,109
11,2275,1,0.4,114
11,2280,1,0.4,119
11,2285,1,0.4,124
11,2290,1,0.4,129
11,2295,1,0.4,134
11,2300,1,0.4,139
11,2305,1,0.4,144
11,2310,1,0.4,149
11,2315,1,0.4,154
11,2320,1,0.4,159
11,2325,1,0.4,164
11,2330,1,0.4,169
11,2335,1,0.4,174
11,2340,1,0.4,179
11,2345,1,0.4,184
11,2350,1,0.4,189
11,2355,1,0.4,194
11,2360,1,0.4,199
12,2365,0,0.4,4
12,2370,0,0.4,9
12,2375,0,0.4,14
12,2380,0,0.4,19
12,2385,0,0.4,24
12,2390,0,0.4,29
12,2395,0,0.4,34
12,2400,0,0.4,39
12,2405,0,0.4,44
12,2410,0,0.4,49
12,2415,0,0.4,54
12,2420,0,0.4,59
12,2425,0,0.4,64
12,2430,0,0.4,69
12,2435,0,0.4,74
12,2440,0,0.4,79
12,2445,0,0.4,84
12,2450,0,0.4,89
12,2455,0,0.4,94
12,2460,0,0.4,99
12,2465,0,0.4,104
12,2470,0,0.4,109
12,2475,0,0.4,114
12,2480,0,0.4,119
12,2485,0,0.4,124
12,2490,0,0.4,129
12,2495,0,0.4,134
12,2500,0,0.4,139
12,2505,0,0.4,144
12,2510,0,0.4,149
12,2515,0,0.4,154
12,2520,0,0.4,159
12,2525,0,0.4,164
12,2530,0,0.4,169
12,2535,0,0.4,174
12,2540,0,0.4,179
12,2545,0,0.4,184
12,2550,0,0.4,189
12,2555,0,0.4,194
12,2560,0,0.4,199
13,2565,1,0.45,1
13,2570,1,0.45,6
13,2575,1,0.45,11
13,2580,1,0.45,16
13,2585,1,0.45,21
13,2590,1,0.45,26
13,2595,1,0.45,31
13,2600,1,0.45,36
13,2605,1,0.45,41
13,2610,1,0.45,46
13,2615,1,0.45,51
13,2620,1,0.45,56
13,2625,1,0.45,61
13,2630,1,0.45,66
13,2635,1,0.45,71
13,2640,1,0.45,76
13,2645,1,0.45,81
13,2650,1,0.45,86
13,2655,1,0.45,91
13,2660,1,0.45,96
13,2665,1,0.45,101
13,2670,1,0.45,106
13,2675,1,0.45,111
13,2680,1,0.45,116
13,2685,1,0.45,121
13,2690,1,0.45,126
13,2695,1,0.45,131
13,2700,1,0.45,136
13,2705,1,0.45,141
13,2710,1,0.45,146
13,2715,1,0.45,151
13,2720,1,0.45,156
13,2725,1,0.45,161
13,2730,1,0.45,166
13,2735,1,0.45,171
13,2740,1,0.45,176
13,2745,1,0.45,181
13,2750,1,0.45,186
13,2755,1,0.45,191
13,2760,1,0.45,196
13,2765,1,0.45,201
13,2770,1,0.45,206
13,2775,1,0.45,211
14,2780,1,0.5,4
14,2785,1,0.5,9
14,2790,1,0.5,14
14,2795,1,0.5,19
14,2800,1,0.5,24
15,2805,-1,0.5,5
15,2810,-1,0.5,10
15,2815,-1,0.5,15
15,2820,-1,0.5,20
15,2825,-1,0.5,25
15,2830,-1,0.5,30
15,2835,-1,0.5,35
15,2840,-1,0.5,40
15,2845,-1,0.5,45
15,2850,-1,0.5,50
15,2855,-1,0.5,55
15,2860,-1,0.5,60
15,2865,-1,0.5,65
15,2870,-1,0.5,70
15,2875,-1,0.5,75
15,2880,-1,0.5,80
15,2885,-1,0.5,85
15,2890,-1,0.5,90
15,2895,-1,0.5,95
15,2900,-1,0.5,100
15,2905,-1,0.5,105
15,2910,-1,0.5,110
15,2915,-1,0.5,115
15,2920,-1,0.5,120
15,2925,-1,0.5,125
15,2930,-1,0.5,130
15,2935,-1,0.5,135
15,2940,-1,0.5,140
15,2945,-1,0.5,145
15,2950,-1,0.5,150
15,2955,-1,0.5,155
15,2960,-1,0.5,160
15,2965,-1,0.5,165
15,2970,-1,0.5,170
15,2975,-1,0.5,175
15,2980,-1,0.5,180
15,2985,-1,0.5,185
15,2990,-1,0.5,190
15,2995,-1,0.5,195
15,3000,-1,0.5,200
15,3005,-1,0.5,205
15,3010,-1,0.5,210
15,3015,-1,0.5,215
16,3020,0,0.5,4
16,3025,0,0.5,9
16,3030,0,0.5,14
16,3035,0,0.5,19
16,3040,0,0.5,24
16,3045,0,0.5,29
16,3050,0,0.5,34
16,3055,0,0.5,39
16,3060,0,0.5,44
16,3065,0,0.5,49
16,3070,0,0.5,54
16,3075,0,0.5,59
16,3080,0,0.5,64
16,3085,0,0.5,69
16,3090,0,0.5,74
16,3095,0,0.5,79
16,3100,0,0.5,84
16,3105,0,0.5,89
16,3110,0,0.5,94
16,3115,0,0.5,99
16,3120,0,0.5,104
16,3125,0,0.5,109
16,3130,0,0.5,114
16,3135,0,0.5,119
16,3140,0,0.5,124
16,3145,0,0.5,129
16,3150,0,0.5,134
16,3155,0,0.5,139
16,3160,0,0.5,144
16,3165,0,0.5,149
16,3170,0,0.5,154
16,3175,0,0.5,159
16,3180,0,0.5,164
16,3185,0,0.5,169
16,3190,0,0.5,174
16,3195,0,0.5,179
16,3200,0,0.5,184
17,3205,1,0.55,2
17,3210,1,0.55,7
17,3215,1,0.55,12
17,3220,1,0.55,17
17,3225,1,0.55,22
17,3230,1,0.55,27
17,3235,1,0.55,32
17,3240,1,0.55,37
17,3245,1,0.55,42
17,3250,1,0.55,47
17,3255,1,0.55,52
17,3260,1,0.55,57
17,3265,1,0.55,62
17,3270,1,0.55,67
17,3275,1,0.55,72
17,3280,1,0.55,77
17,3285,1,0.55,82
17,3290,1,0.55,87
17,3295,1,0.55,92
17,3300,1,0.55,97
17,3305,1,0.55,102
17,3310,1,0.55,107
17,3315,1,0.55,112
17,3320,1,0.55,117
17,3325,1,0.55,122
17,3330,1,0.55,127
17,3335,1,0.55,132
17,3340,1,0.55,137
17,3345,1,0.55,142
17,3350,1,0.55,147
17,3355,1,0.55,152
17,3360,1,0.55,157
17,3365,1,0.55,162
17,3370,1,0.55,167
17,3375,1,0.55,172
17,3380,1,0.55,177
17,3385,1,0.55,182
17,3390,1,0.55,187
17,3395,1,0.55,192
17,3400,1,0.55,197
17,3405,1,0.55,202
18,3410,0,0.55,2
18,3415,0,0.55,7
18,3420,0,0.55,12
18,3425,0,0.55,17
18,3430,0,0.55,22
18,3435,0,0.55,27
19,3440,-1,0.55,5
19,3445,-1,0.55,10
19,3450,-1,0.55,15
19,3455,-1,0.55,20
19,3460,-1,0.55,25
19,3465,-1,0.55,30
19,3470,-1,0.55,35
19,3475,-1,0.55,40
19,3480,-1,0.55,45
19,3485,-1,0.55,50
19,3490,-1,0.55,55
19,3495,-1,0.55,60
19,3500,-1,0.55,65
19,3505,-1,0.55,70
19,3510,-1,0.55,75
19,3515,-1,0.55,80
19,3520,-1,0.55,85
19,3525,-1,0.55,90
19,3530,-1,0.55,95
19,3535,-1,0.55,100
19,3540,-1,0.55,105
19,3545,-1,0.55,110
19,3550,-1,0.55,115
19,3555,-1,0.55,120
19,3560,-1,0.55,125
19,3565,-1,0.55,130
19,3570,-1,0.55,135
19,3575,-1,0.55,140
19,3580,-1,0.55,145
19,3585,-1,0.55,150
19,3590,-1,0.55,155
19,3595,-1,0.55,160
19,3600,-1,0.55,165
19,3605,-1,0.55,170
19,3610,-1,0.55,175
19,3615,-1,0.55,180
19,3620,-1,0.55,185
19,3625,-1,0.55,190
19,3630,-1,0.55,195
19,3635,-1,0.55,200
20,3640,0,0.55,5
20,3645,0,0.55,10
20,3650,0,0.55,15
20,3655,0,0.55,20
20,3660,0,0.55,25
20,3665,0,0.55,30
20,3670,0,0.55,35
20,3675,0,0.55,40
20,3680,0,0.55,45
20,3685,0,0.55,50
20,3690,0,0.55,55
20,3695,0,0.55,60
20,3700,0,0.55,65
20,3705,0,0.55,70
20,3710,0,0.55,75
20,3715,0,0.55,80
20,3720,0,0.55,85
20,3725,0,0.55,90
20,3730,0,0.55,95
20,3735,0,0.55,100
20,3740,0,0.55,105
20,3745,0,0.55,110
20,3750,0,0.55,115
20,3755,0,0.55,120
20,3760,0,0.55,125
20,3765,0,0.55,130
20,3770,0,0.55,135
20,3775,0,0.55,140
20,3780,0,0.55,145
20,3785,0,0.55,150
20,3790,0,0.55,155
20,3795,0,0.55,160
20,3800,0,0.55,165
20,3805,0,0.55,170
20,3810,0,0.55,175
20,3815,0,0.55,180
20,3820,0,0.55,185
20,3825,0,0.55,190
20,3830,0,0.55,195
20,3835,0,0.55,200
20,3840,0,0.55,205
20,3845,0,0.55,210
21,3850,0,0.5,1
21,3855,0,0.5,6
21,3860,0,0.5,11
21,3865,0,0.5,16
21,3870,0,0.5,21
21,3875,0,0.5,26
21,3880,0,0.5,31
21,3885,0,0.5,36
21,3890,0,0.5,41
21,3895,0,0.5,46
21,3900,0,0.5,51
21,3905,0,0.5,56
21,3910,0,0.5,61
21,3915,0,0.5,66
21,3920,0,0.5,71
21,3925,0,0.5,76
21,3930,0,0.5,81
21,3935,0,0.5,86
21,3940,0,0.5,91
21,3945,0,0.5,96
21,3950,0,0.5,101
21,3955,0,0.5,106
21,3960,0,0.5,111
21,3965,0,0.5,116
21,3970,0,0.5,121
21,3975,0,0.5,126
21,3980,0,0.5,131
21,3985,0,0.5,136
21,3990,0,0.5,141
21,3995,0,0.5,146
21,4000,0,0.5,151
21,4005,0,0.5,156
21,4010,0,0.5,161
21,4015,0,0.5,166
21,4020,0,0.5,171
21,4025,0,0.5,176
21,4030,0,0.5,181
21,4035,0,0.5,186
22,4040,1,0.5,4
22,4045,1,0.5,9
22,4050,1,0.5,14
22,4055,1,0.5,19
22,4060,1,0.5,24
22,4065,1,0.5,29
22,4070,1,0.5,34
22,4075,1,0.5,39
22,4080,1,0.5,44
22,4085,1,0.5,49
22,4090,1,0.5,54
22,4095,1,0.5,59
22,4100,1,0.5,64
22,4105,1,0.5,69
22,4110,1,0.5,74
22,4115,1,0.5,79
22,4120,1,0.5,84
22,4125,1,0.5,89
22,4130,1,0.5,94
22,4135,1,0.5,99
22,4140,1,0.5,104
22,4145,1,0.5,109
22,4150,1,0.5,114
22,4155,1,0.5,119
22,4160,1,0.5,124
22,4165,1,0.5,129
22,4170,1,0.5,134
22,4175,1,0.5,139
22,4180,1,0.5,144
22,4185,1,0.5,149
22,4190,1,0.5,154
22,4195,1,0.5,159
22,4200,1,0.5,164
22,4205,1,0.5,169
22,4210,1,0.5,174
22,4215,1,0.5,179
22,4220,1,0.5,184
22,4225,1,0.5,189
22,4230,1,0.5,194
23,4235,1,0.55,1
23,4240,1,0.55,6
23,4245,1,0.55,11
23,4250,1,0.55,16
23,4255,1,0.55,21
23,4260,1,0.55,26
23,4265,1,0.55,31
23,4270,1,0.55,36
23,4275,1,0.55,41
23,4280,1,0.55,46
23,4285,1,0.55,51
23,4290,1,0.55,56
23,4295,1,0.55,61
23,4300,1,0.55,66
23,4305,1,0.55,71
23,4310,1,0.55,76
23,4315,1,0.55,81
23,4320,1,0.55,86
23,4325,1,0.55,91
23,4330,1,0.55,96
23,4335,1,0.55,101
23,4340,1,0.55,106
23,4345,1,0.55,111
23,4350,1,0.55,116
23,4355,1,0.55,121
23,4360,1,0.55,126
23,4365,1,0.55,131
23,4370,1,0.55,136
23,4375,1,0.55,141
23,4380,1,0.55,146
23,4385,1,0.55,151
23,4390,1,0.55,156
23,4395,1,0.55,161
23,4400,1,0.55,166
23,4405,1,0.55,171
23,4410,1,0.55,176
23,4415,1,0.55,181
23,4420,1,0.55,186
23,4425,1,0.55,191
23,4430,1,0.55,196
23,4435,1,0.55,201
23,4440,1,0.55,206
23,4445,1,0.55,211
23,4450,1,0.55,216
23,4455,1,0.55,221
23,4460,1,0.55,226
23,4465,1,0.55,231
23,4470,1,0.55,236
24,4475,1,0.6,5
24,4480,1,0.6,10
24,4485,1,0.6,15
24,4490,1,0.6,20
24,4495,1,0.6,25
24,4500,1,0.6,30
24,4505,1,0.6,35
24,4510,1,0.6,40
24,4515,1,0.6,45
24,4520,1,0.6,50
24,4525,1,0.6,55
24,4530,1,0.6,60
24,4535,1,0.6,65
24,4540,1,0.6,70
24,4545,1,0.6,75
24,4550,1,0.6,80
24,4555,1,0.6,85
24,4560,1,0.6,90
24,4565,1,0.6,95
24,4570,1,0.6,100
24,4575,1,0.6,105
24,4580,1,0.6,110
24,4585,1,0.6,115
24,4590,1,0.6,120
24,4595,1,0.6,125
24,4600,1,0.6,130
24,4605,1,0.6,135
24,4610,1,0.6,140
24,4615,1,0.6,145
24,4620,1,0.6,150
24,4625,1,0.6,155
24,4630,1,0.6,160
24,4635,1,0.6,165
24,4640,1,0.6,170
24,4645,1,0.6,175
24,4650,1,0.6,180
24,4655,1,0.6,185
24,4660,1,0.6,190
25,4665,1,0.6,4
25,4670,1,0.6,9
25,4675,1,0.6,14
25,4680,1,0.6,19
25,4685,1,0.6,24
25,4690,1,0.6,29
25,4695,1,0.6,34
25,4700,1,0.6,39
25,4705,1,0.6,44
25,4710,1,0.6,49
25,4715,1,0.6,54
25,4720,1,0.6,59
25,4725,1,0.6,64
25,4730,1,0.6,69
25,4735,1,0.6,74
25,4740,1,0.6,79
25,4745,1,0.6,84
25,4750,1,0.6,89
25,4755,1,0.6,94
25,4760,1,0.6,99
25,4765,1,0.6,104
25,4770,1,0.6,109
25,4775,1,0.6,114
25,4780,1,0.6,119
25,4785,1,0.6,124
25,4790,1,0.6,129
25,4795,1,0.6,134
25,4800,1,0.6,139
25,4805,1,0.6,144
25,4810,1,0.6,149
25,4815,1,0.6,154
25,4820,1,0.6,159
25,4825,1,0.6,164
25,4830,1,0.6,169
25,4835,1,0.6,174
25,4840,1,0.6,179
25,4845,1,0.6,184
25,4850,1,0.6,189
25,4855,1,0.6,194
25,4860,1,0.6,199
25,4865,1,0.6,204
25,4870,1,0.6,209
26,4875,0,0.55,4
26,4880,0,0.55,9
26,4885,0,0.55,14
26,4890,0,0.55,19
26,4895,0,0.55,24
26,4900,0,0.55,29
26,4905,0,0.55,34
26,4910,0,0.55,39
26,4915,0,0.55,44
26,4920,0,0.55,49
26,4925,0,0.55,54
26,4930,0,0.55,59
26,4935,0,0.55,64
26,4940,0,0.55,69
26,4945,0,0.55,74
26,4950,0,0.55,79
26,4955,0,0.55,84
26,4960,0,0.55,89
26,4965,0,0.55,94
26,4970,0,0.55,99
26,4975,0,0.55,104
26,4980,0,0.55,109
26,4985,0,0.55,114
26,4990,0,0.55,119
26,4995,0,0.55,124
26,5000,0,0.55,129
26,5005,0,0.55,134
26,5010,0,0.55,139
26,5015,0,0.55,144
26,5020,0,0.55,149
26,5025,0,0.55,154
26,5030,0,0.55,159
26,5035,0,0.55,164
26,5040,0,0.55,169
26,5045,0,0.55,174
27,5050,1,0.55,4
27,5055,1,0.55,9
27,5060,1,0.55,14
27,5065,1,0.55,19
27,5070,1,0.55,24
27,5075,1,0.55,29
28,5080,-1,0.5,5
28,5085,-1,0.5,10
28,5090,-1,0.5,15
28,5095,-1,0.5,20
28,5100,-1,0.5,25
28,5105,-1,0.5,30
28,5110,-1,0.5,35
28,5115,-1,0.5,40
28,5120,-1,0.5,45
28,5125,-1,0.5,50
28,5130,-1,0.5,55
28,5135,-1,0.5,60
28,5140,-1,0.5,65
28,5145,-1,0.5,70
28,5150,-1,0.5,75
28,5155,-1,0.5,80
28,5160,-1,0.5,85
28,5165,-1,0.5,90
28,5170,-1,0.5,95
28,5175,-1,0.5,100
28,5180,-1,0.5,105
28,5185,-1,0.5,110
28,5190,-1,0.5,115
28,5195,-1,0.5,120
29,5200,1,0.5,3
29,5205,1,0.5,8
29,5210,1,0.5,13
29,5215,1,0.5,18
29,5220,1,0.5,23
29,5225,1,0.5,28
29,5230,1,0.5,33
29,5235,1,0.5,38
29,5240,1,0.5,43
29,5245,1,0.5,48
29,5250,1,0.5,53
29,5255,1,0.5,58
29,5260,1,0.5,63
29,5265,1,0.5,68
29,5270,1,0.5,73
29,5275,1,0.5,78
29,5280,1,0.5,83
29,5285,1,0.5,88
29,5290,1,0.5,93
29,5295,1,0.5,98
29,5300,1,0.5,103
29,5305,1,0.5,108
29,5310,1,0.5,113
29,5315,1,0.5,118
29,5320,1,0.5,123
29,5325,1,0.5,128
29,5330,1,0.5,133
29,5335,1,0.5,138
29,5340,1,0.5,143
29,5345,1,0.5,148
29,5350,1,0.5,153
29,5355,1,0.5,158
29,5360,1,0.5,163
30,5365,1,0.55,5
30,5370,1,0.55,10
